timestamp,device_id,result,confidence,image_filename
2025-12-15T07:07:41.427596,camera_01,abnormal,1,camera_01_20251215_160746_592.jpg
2025-12-15T07:07:41.427596,camera_01,abnormal,1,camera_01_20251215_160751_602.jpg
